,province,city,lat,lng,3166-2_code,avg_gas_price,avg_wti_price,Date
807,British Columbia,Victoria,48.4283,-123.3647,CA-BC,148.3,70.75782608695653,Oct-2018
808,British Columbia,Victoria,47.7675,-53.2411,CA-BC,148.3,70.75782608695653,Oct-2018
809,British Columbia,Victoria,49.6644,-98.9153,CA-BC,148.3,70.75782608695653,Oct-2018
810,British Columbia,Victoria,48.4283,-123.3647,CA-BC,137.8,56.57181818181818,Nov-2018
811,British Columbia,Victoria,47.7675,-53.2411,CA-BC,137.8,56.57181818181818,Nov-2018
812,British Columbia,Victoria,49.6644,-98.9153,CA-BC,137.8,56.57181818181818,Nov-2018
813,British Columbia,Victoria,48.4283,-123.3647,CA-BC,132.5,48.705714285714286,Dec-2018
814,British Columbia,Victoria,47.7675,-53.2411,CA-BC,132.5,48.705714285714286,Dec-2018
815,British Columbia,Victoria,49.6644,-98.9153,CA-BC,132.5,48.705714285714286,Dec-2018
816,British Columbia,Victoria,48.4283,-123.3647,CA-BC,130.1,51.51416666666666,Jan-2019
817,British Columbia,Victoria,47.7675,-53.2411,CA-BC,130.1,51.51416666666666,Jan-2019
818,British Columbia,Victoria,49.6644,-98.9153,CA-BC,130.1,51.51416666666666,Jan-2019
819,British Columbia,Victoria,48.4283,-123.3647,CA-BC,126.7,55.10619047619048,Feb-2019
820,British Columbia,Victoria,47.7675,-53.2411,CA-BC,126.7,55.10619047619048,Feb-2019
821,British Columbia,Victoria,49.6644,-98.9153,CA-BC,126.7,55.10619047619048,Feb-2019
822,British Columbia,Victoria,48.4283,-123.3647,CA-BC,137.6,58.16809523809523,Mar-2019
823,British Columbia,Victoria,47.7675,-53.2411,CA-BC,137.6,58.16809523809523,Mar-2019
824,British Columbia,Victoria,49.6644,-98.9153,CA-BC,137.6,58.16809523809523,Mar-2019
825,British Columbia,Victoria,48.4283,-123.3647,CA-BC,157.5,63.87095238095238,Apr-2019
826,British Columbia,Victoria,47.7675,-53.2411,CA-BC,157.5,63.87095238095238,Apr-2019
827,British Columbia,Victoria,49.6644,-98.9153,CA-BC,157.5,63.87095238095238,Apr-2019
828,British Columbia,Victoria,48.4283,-123.3647,CA-BC,161.3,60.70708333333334,May-2019
829,British Columbia,Victoria,47.7675,-53.2411,CA-BC,161.3,60.70708333333334,May-2019
830,British Columbia,Victoria,49.6644,-98.9153,CA-BC,161.3,60.70708333333334,May-2019
831,British Columbia,Victoria,48.4283,-123.3647,CA-BC,146.5,54.706500000000005,Jun-2019
832,British Columbia,Victoria,47.7675,-53.2411,CA-BC,146.5,54.706500000000005,Jun-2019
833,British Columbia,Victoria,49.6644,-98.9153,CA-BC,146.5,54.706500000000005,Jun-2019
834,British Columbia,Victoria,48.4283,-123.3647,CA-BC,142.2,57.51391304347826,Jul-2019
835,British Columbia,Victoria,47.7675,-53.2411,CA-BC,142.2,57.51391304347826,Jul-2019
836,British Columbia,Victoria,49.6644,-98.9153,CA-BC,142.2,57.51391304347826,Jul-2019
837,British Columbia,Victoria,48.4283,-123.3647,CA-BC,136.1,54.84409090909091,Aug-2019
838,British Columbia,Victoria,47.7675,-53.2411,CA-BC,136.1,54.84409090909091,Aug-2019
839,British Columbia,Victoria,49.6644,-98.9153,CA-BC,136.1,54.84409090909091,Aug-2019
840,British Columbia,Victoria,48.4283,-123.3647,CA-BC,141.9,56.76363636363636,Sep-2019
841,British Columbia,Victoria,47.7675,-53.2411,CA-BC,141.9,56.76363636363636,Sep-2019
842,British Columbia,Victoria,49.6644,-98.9153,CA-BC,141.9,56.76363636363636,Sep-2019
843,British Columbia,Victoria,48.4283,-123.3647,CA-BC,150.7,54.00565217391305,Oct-2019
844,British Columbia,Victoria,47.7675,-53.2411,CA-BC,150.7,54.00565217391305,Oct-2019
845,British Columbia,Victoria,49.6644,-98.9153,CA-BC,150.7,54.00565217391305,Oct-2019
846,British Columbia,Victoria,48.4283,-123.3647,CA-BC,138.9,57.118095238095236,Nov-2019
847,British Columbia,Victoria,47.7675,-53.2411,CA-BC,138.9,57.118095238095236,Nov-2019
848,British Columbia,Victoria,49.6644,-98.9153,CA-BC,138.9,57.118095238095236,Nov-2019
849,British Columbia,Victoria,48.4283,-123.3647,CA-BC,132.4,59.86772727272727,Dec-2019
850,British Columbia,Victoria,47.7675,-53.2411,CA-BC,132.4,59.86772727272727,Dec-2019
851,British Columbia,Victoria,49.6644,-98.9153,CA-BC,132.4,59.86772727272727,Dec-2019
852,British Columbia,Victoria,48.4283,-123.3647,CA-BC,139.7,57.809583333333336,Jan-2020
853,British Columbia,Victoria,47.7675,-53.2411,CA-BC,139.7,57.809583333333336,Jan-2020
854,British Columbia,Victoria,49.6644,-98.9153,CA-BC,139.7,57.809583333333336,Jan-2020
855,British Columbia,Victoria,48.4283,-123.3647,CA-BC,143.2,50.70761904761904,Feb-2020
856,British Columbia,Victoria,47.7675,-53.2411,CA-BC,143.2,50.70761904761904,Feb-2020
857,British Columbia,Victoria,49.6644,-98.9153,CA-BC,143.2,50.70761904761904,Feb-2020
858,British Columbia,Victoria,48.4283,-123.3647,CA-BC,126.3,30.44545454545454,Mar-2020
859,British Columbia,Victoria,47.7675,-53.2411,CA-BC,126.3,30.44545454545454,Mar-2020
860,British Columbia,Victoria,49.6644,-98.9153,CA-BC,126.3,30.44545454545454,Mar-2020
861,British Columbia,Victoria,48.4283,-123.3647,CA-BC,99.4,16.69904761904762,Apr-2020
862,British Columbia,Victoria,47.7675,-53.2411,CA-BC,99.4,16.69904761904762,Apr-2020
863,British Columbia,Victoria,49.6644,-98.9153,CA-BC,99.4,16.69904761904762,Apr-2020
864,British Columbia,Victoria,48.4283,-123.3647,CA-BC,107.9,28.97136363636364,May-2020
865,British Columbia,Victoria,47.7675,-53.2411,CA-BC,107.9,28.97136363636364,May-2020
866,British Columbia,Victoria,49.6644,-98.9153,CA-BC,107.9,28.97136363636364,May-2020
867,British Columbia,Victoria,48.4283,-123.3647,CA-BC,123.2,38.31363636363636,Jun-2020
868,British Columbia,Victoria,47.7675,-53.2411,CA-BC,123.2,38.31363636363636,Jun-2020
869,British Columbia,Victoria,49.6644,-98.9153,CA-BC,123.2,38.31363636363636,Jun-2020
870,British Columbia,Victoria,48.4283,-123.3647,CA-BC,129.8,40.74478260869565,Jul-2020
871,British Columbia,Victoria,47.7675,-53.2411,CA-BC,129.8,40.74478260869565,Jul-2020
872,British Columbia,Victoria,49.6644,-98.9153,CA-BC,129.8,40.74478260869565,Jul-2020
873,British Columbia,Victoria,48.4283,-123.3647,CA-BC,127.9,42.38809523809524,Aug-2020
874,British Columbia,Victoria,47.7675,-53.2411,CA-BC,127.9,42.38809523809524,Aug-2020
875,British Columbia,Victoria,49.6644,-98.9153,CA-BC,127.9,42.38809523809524,Aug-2020
876,British Columbia,Victoria,48.4283,-123.3647,CA-BC,125.0,39.56913043478261,Sep-2020
877,British Columbia,Victoria,47.7675,-53.2411,CA-BC,125.0,39.56913043478261,Sep-2020
878,British Columbia,Victoria,49.6644,-98.9153,CA-BC,125.0,39.56913043478261,Sep-2020
879,British Columbia,Victoria,48.4283,-123.3647,CA-BC,121.6,39.554545454545455,Oct-2020
880,British Columbia,Victoria,47.7675,-53.2411,CA-BC,121.6,39.554545454545455,Oct-2020
881,British Columbia,Victoria,49.6644,-98.9153,CA-BC,121.6,39.554545454545455,Oct-2020
882,British Columbia,Victoria,48.4283,-123.3647,CA-BC,119.9,41.51952380952381,Nov-2020
883,British Columbia,Victoria,47.7675,-53.2411,CA-BC,119.9,41.51952380952381,Nov-2020
884,British Columbia,Victoria,49.6644,-98.9153,CA-BC,119.9,41.51952380952381,Nov-2020
885,British Columbia,Victoria,48.4283,-123.3647,CA-BC,120.3,47.06818181818182,Dec-2020
886,British Columbia,Victoria,47.7675,-53.2411,CA-BC,120.3,47.06818181818182,Dec-2020
887,British Columbia,Victoria,49.6644,-98.9153,CA-BC,120.3,47.06818181818182,Dec-2020
888,British Columbia,Victoria,48.4283,-123.3647,CA-BC,128.0,52.11904761904762,Jan-2021
889,British Columbia,Victoria,47.7675,-53.2411,CA-BC,128.0,52.11904761904762,Jan-2021
890,British Columbia,Victoria,49.6644,-98.9153,CA-BC,128.0,52.11904761904762,Jan-2021
891,British Columbia,Victoria,48.4283,-123.3647,CA-BC,137.6,59.17238095238095,Feb-2021
892,British Columbia,Victoria,47.7675,-53.2411,CA-BC,137.6,59.17238095238095,Feb-2021
893,British Columbia,Victoria,49.6644,-98.9153,CA-BC,137.6,59.17238095238095,Feb-2021
894,British Columbia,Victoria,48.4283,-123.3647,CA-BC,148.1,62.35739130434783,Mar-2021
895,British Columbia,Victoria,47.7675,-53.2411,CA-BC,148.1,62.35739130434783,Mar-2021
896,British Columbia,Victoria,49.6644,-98.9153,CA-BC,148.1,62.35739130434783,Mar-2021
897,British Columbia,Victoria,48.4283,-123.3647,CA-BC,148.3,61.703809523809525,Apr-2021
898,British Columbia,Victoria,47.7675,-53.2411,CA-BC,148.3,61.703809523809525,Apr-2021
899,British Columbia,Victoria,49.6644,-98.9153,CA-BC,148.3,61.703809523809525,Apr-2021
900,British Columbia,Victoria,48.4283,-123.3647,CA-BC,154.3,65.30409090909092,May-2021
901,British Columbia,Victoria,47.7675,-53.2411,CA-BC,154.3,65.30409090909092,May-2021
902,British Columbia,Victoria,49.6644,-98.9153,CA-BC,154.3,65.30409090909092,May-2021
903,British Columbia,Victoria,48.4283,-123.3647,CA-BC,155.2,71.35272727272728,Jun-2021
904,British Columbia,Victoria,47.7675,-53.2411,CA-BC,155.2,71.35272727272728,Jun-2021
905,British Columbia,Victoria,49.6644,-98.9153,CA-BC,155.2,71.35272727272728,Jun-2021
906,British Columbia,Victoria,48.4283,-123.3647,CA-BC,167.2,72.71434782608696,Jul-2021
907,British Columbia,Victoria,47.7675,-53.2411,CA-BC,167.2,72.71434782608696,Jul-2021
908,British Columbia,Victoria,49.6644,-98.9153,CA-BC,167.2,72.71434782608696,Jul-2021
909,British Columbia,Victoria,48.4283,-123.3647,CA-BC,163.1,67.71136363636364,Aug-2021
910,British Columbia,Victoria,47.7675,-53.2411,CA-BC,163.1,67.71136363636364,Aug-2021
911,British Columbia,Victoria,49.6644,-98.9153,CA-BC,163.1,67.71136363636364,Aug-2021
912,British Columbia,Victoria,48.4283,-123.3647,CA-BC,156.3,71.30391304347826,Sep-2021
913,British Columbia,Victoria,47.7675,-53.2411,CA-BC,156.3,71.30391304347826,Sep-2021
914,British Columbia,Victoria,49.6644,-98.9153,CA-BC,156.3,71.30391304347826,Sep-2021
915,British Columbia,Victoria,48.4283,-123.3647,CA-BC,160.9,81.22285714285715,Oct-2021
916,British Columbia,Victoria,47.7675,-53.2411,CA-BC,160.9,81.22285714285715,Oct-2021
917,British Columbia,Victoria,49.6644,-98.9153,CA-BC,160.9,81.22285714285715,Oct-2021
918,British Columbia,Victoria,48.4283,-123.3647,CA-BC,158.2,78.59727272727274,Nov-2021
919,British Columbia,Victoria,47.7675,-53.2411,CA-BC,158.2,78.59727272727274,Nov-2021
920,British Columbia,Victoria,49.6644,-98.9153,CA-BC,158.2,78.59727272727274,Nov-2021
921,British Columbia,Victoria,48.4283,-123.3647,CA-BC,152.6,71.69,Dec-2021
922,British Columbia,Victoria,47.7675,-53.2411,CA-BC,152.6,71.69,Dec-2021
923,British Columbia,Victoria,49.6644,-98.9153,CA-BC,152.6,71.69,Dec-2021
924,British Columbia,Victoria,48.4283,-123.3647,CA-BC,164.6,83.05,Jan-2022
925,British Columbia,Victoria,47.7675,-53.2411,CA-BC,164.6,83.05,Jan-2022
926,British Columbia,Victoria,49.6644,-98.9153,CA-BC,164.6,83.05,Jan-2022
927,British Columbia,Victoria,48.4283,-123.3647,CA-BC,170.1,91.67714285714284,Feb-2022
928,British Columbia,Victoria,47.7675,-53.2411,CA-BC,170.1,91.67714285714284,Feb-2022
929,British Columbia,Victoria,49.6644,-98.9153,CA-BC,170.1,91.67714285714284,Feb-2022
930,British Columbia,Victoria,48.4283,-123.3647,CA-BC,196.6,108.26217391304348,Mar-2022
931,British Columbia,Victoria,47.7675,-53.2411,CA-BC,196.6,108.26217391304348,Mar-2022
932,British Columbia,Victoria,49.6644,-98.9153,CA-BC,196.6,108.26217391304348,Mar-2022
933,British Columbia,Victoria,48.4283,-123.3647,CA-BC,194.1,101.6405,Apr-2022
934,British Columbia,Victoria,47.7675,-53.2411,CA-BC,194.1,101.6405,Apr-2022
935,British Columbia,Victoria,49.6644,-98.9153,CA-BC,194.1,101.6405,Apr-2022
936,British Columbia,Victoria,48.4283,-123.3647,CA-BC,217.4,109.89869565217391,May-2022
937,British Columbia,Victoria,47.7675,-53.2411,CA-BC,217.4,109.89869565217391,May-2022
938,British Columbia,Victoria,49.6644,-98.9153,CA-BC,217.4,109.89869565217391,May-2022
939,British Columbia,Victoria,48.4283,-123.3647,CA-BC,225.2,113.86521739130436,Jun-2022
940,British Columbia,Victoria,47.7675,-53.2411,CA-BC,225.2,113.86521739130436,Jun-2022
941,British Columbia,Victoria,49.6644,-98.9153,CA-BC,225.2,113.86521739130436,Jun-2022
942,British Columbia,Victoria,48.4283,-123.3647,CA-BC,203.0,100.28545454545456,Jul-2022
943,British Columbia,Victoria,47.7675,-53.2411,CA-BC,203.0,100.28545454545456,Jul-2022
944,British Columbia,Victoria,49.6644,-98.9153,CA-BC,203.0,100.28545454545456,Jul-2022
945,British Columbia,Victoria,48.4283,-123.3647,CA-BC,189.0,91.48260869565217,Aug-2022
946,British Columbia,Victoria,47.7675,-53.2411,CA-BC,189.0,91.48260869565217,Aug-2022
947,British Columbia,Victoria,49.6644,-98.9153,CA-BC,189.0,91.48260869565217,Aug-2022
948,British Columbia,Victoria,48.4283,-123.3647,CA-BC,196.5,84.2195652173913,Sep-2022
949,British Columbia,Victoria,47.7675,-53.2411,CA-BC,196.5,84.2195652173913,Sep-2022
950,British Columbia,Victoria,49.6644,-98.9153,CA-BC,196.5,84.2195652173913,Sep-2022
951,British Columbia,Victoria,48.4283,-123.3647,CA-BC,211.6,87.03095238095237,Oct-2022
952,British Columbia,Victoria,47.7675,-53.2411,CA-BC,211.6,87.03095238095237,Oct-2022
953,British Columbia,Victoria,49.6644,-98.9153,CA-BC,211.6,87.03095238095237,Oct-2022
954,British Columbia,Victoria,48.4283,-123.3647,CA-BC,185.7,84.09363636363636,Nov-2022
955,British Columbia,Victoria,47.7675,-53.2411,CA-BC,185.7,84.09363636363636,Nov-2022
956,British Columbia,Victoria,49.6644,-98.9153,CA-BC,185.7,84.09363636363636,Nov-2022
957,British Columbia,Victoria,48.4283,-123.3647,CA-BC,160.4,76.91083333333333,Dec-2022
958,British Columbia,Victoria,47.7675,-53.2411,CA-BC,160.4,76.91083333333333,Dec-2022
959,British Columbia,Victoria,49.6644,-98.9153,CA-BC,160.4,76.91083333333333,Dec-2022
960,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,121.4,63.58708333333333,Jan-2018
961,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,121.4,62.17095238095238,Feb-2018
962,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,121.4,62.77190476190477,Mar-2018
963,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,130.9,66.32523809523809,Apr-2018
964,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.4,69.75166666666667,May-2018
965,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.9,67.32285714285715,Jun-2018
966,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.9,70.74318181818181,Jul-2018
967,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.9,67.84521739130435,Aug-2018
968,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.1,70.07857142857144,Sep-2018
969,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.7,70.75782608695653,Oct-2018
970,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,140.4,56.57181818181818,Nov-2018
971,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,124.9,48.705714285714286,Dec-2018
972,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,124.9,51.51416666666666,Jan-2019
973,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,124.9,55.10619047619048,Feb-2019
974,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,129.8,58.16809523809523,Mar-2019
975,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,137.9,63.87095238095238,Apr-2019
976,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,137.7,60.70708333333334,May-2019
977,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,137.7,54.706500000000005,Jun-2019
978,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.4,57.51391304347826,Jul-2019
979,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.9,54.84409090909091,Aug-2019
980,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.8,56.76363636363636,Sep-2019
981,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.9,54.00565217391305,Oct-2019
982,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.9,57.118095238095236,Nov-2019
983,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.7,59.86772727272727,Dec-2019
984,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.9,57.809583333333336,Jan-2020
985,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,142.5,50.70761904761904,Feb-2020
986,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,125.5,30.44545454545454,Mar-2020
987,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,100.9,16.69904761904762,Apr-2020
988,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,103.0,28.97136363636364,May-2020
989,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,115.3,38.31363636363636,Jun-2020
990,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.9,40.74478260869565,Jul-2020
991,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.9,42.38809523809524,Aug-2020
992,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.8,39.56913043478261,Sep-2020
993,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.9,39.554545454545455,Oct-2020
994,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.9,41.51952380952381,Nov-2020
995,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,119.9,47.06818181818182,Dec-2020
996,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,124.1,52.11904761904762,Jan-2021
997,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,127.1,59.17238095238095,Feb-2021
998,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,132.8,62.35739130434783,Mar-2021
999,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,139.8,61.703809523809525,Apr-2021
1000,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,141.6,65.30409090909092,May-2021
1001,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,144.9,71.35272727272728,Jun-2021
1002,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,148.9,72.71434782608696,Jul-2021
1003,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,154.6,67.71136363636364,Aug-2021
1004,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,155.8,71.30391304347826,Sep-2021
1005,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,155.9,81.22285714285715,Oct-2021
1006,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,155.9,78.59727272727274,Nov-2021
1007,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,155.9,71.69,Dec-2021
1008,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,157.2,83.05,Jan-2022
1009,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,164.5,91.67714285714284,Feb-2022
1010,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,177.0,108.26217391304348,Mar-2022
1011,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,182.8,101.6405,Apr-2022
1012,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,202.2,109.89869565217391,May-2022
1013,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,217.1,113.86521739130436,Jun-2022
1014,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,208.5,100.28545454545456,Jul-2022
1015,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,186.6,91.48260869565217,Aug-2022
1016,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,186.2,84.2195652173913,Sep-2022
1017,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,199.9,87.03095238095237,Oct-2022
1018,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,186.3,84.09363636363636,Nov-2022
1019,Yukon,Whitehorse,60.7029,-135.0691,CA-YT,174.5,76.91083333333333,Dec-2022
1020,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,123.1,63.58708333333333,Jan-2018
1021,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,122.9,62.17095238095238,Feb-2018
1022,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,122.9,62.77190476190477,Mar-2018
1023,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,128.9,66.32523809523809,Apr-2018
1024,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,137.2,69.75166666666667,May-2018
1025,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,141.7,67.32285714285715,Jun-2018
1026,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,144.4,70.74318181818181,Jul-2018
1027,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,145.6,67.84521739130435,Aug-2018
1028,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,146.4,70.07857142857144,Sep-2018
1029,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,146.0,70.75782608695653,Oct-2018
1030,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,140.4,56.57181818181818,Nov-2018
1031,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,128.8,48.705714285714286,Dec-2018
1032,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,119.7,51.51416666666666,Jan-2019
1033,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,120.3,55.10619047619048,Feb-2019
1034,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,125.6,58.16809523809523,Mar-2019
1035,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,134.5,63.87095238095238,Apr-2019
1036,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,142.7,60.70708333333334,May-2019
1037,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,138.5,54.706500000000005,Jun-2019
1038,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,134.4,57.51391304347826,Jul-2019
1039,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,131.6,54.84409090909091,Aug-2019
1040,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,133.5,56.76363636363636,Sep-2019
1041,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,133.4,54.00565217391305,Oct-2019
1042,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,132.1,57.118095238095236,Nov-2019
1043,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,131.7,59.86772727272727,Dec-2019
1044,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,129.7,57.809583333333336,Jan-2020
1045,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,127.6,50.70761904761904,Feb-2020
1046,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,112.4,30.44545454545454,Mar-2020
1047,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,94.7,16.69904761904762,Apr-2020
1048,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,96.7,28.97136363636364,May-2020
1049,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,109.5,38.31363636363636,Jun-2020
1050,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,115.0,40.74478260869565,Jul-2020
1051,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,116.5,42.38809523809524,Aug-2020
1052,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,117.2,39.56913043478261,Sep-2020
1053,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,120.0,39.554545454545455,Oct-2020
1054,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,118.9,41.51952380952381,Nov-2020
1055,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,118.9,47.06818181818182,Dec-2020
1056,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,121.4,52.11904761904762,Jan-2021
1057,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,124.3,59.17238095238095,Feb-2021
1058,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,130.4,62.35739130434783,Mar-2021
1059,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,135.7,61.703809523809525,Apr-2021
1060,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,140.9,65.30409090909092,May-2021
1061,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,143.1,71.35272727272728,Jun-2021
1062,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,147.6,72.71434782608696,Jul-2021
1063,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,149.8,67.71136363636364,Aug-2021
1064,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,149.9,71.30391304347826,Sep-2021
1065,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,150.6,81.22285714285715,Oct-2021
1066,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,152.8,78.59727272727274,Nov-2021
1067,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,151.5,71.69,Dec-2021
1068,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,151.5,83.05,Jan-2022
1069,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,158.1,91.67714285714284,Feb-2022
1070,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,175.6,108.26217391304348,Mar-2022
1071,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,174.4,101.6405,Apr-2022
1072,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,187.0,109.89869565217391,May-2022
1073,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,208.1,113.86521739130436,Jun-2022
1074,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,200.0,100.28545454545456,Jul-2022
1075,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,177.1,91.48260869565217,Aug-2022
1076,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,173.9,84.2195652173913,Sep-2022
1077,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,180.2,87.03095238095237,Oct-2022
1078,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,174.1,84.09363636363636,Nov-2022
1079,Northwest Territories,Yellowknife,62.4709,-114.4053,CA-NT,158.7,76.91083333333333,Dec-2022
